,team,date,cum_wins,games_played,win_record,opposing_team,point_diff,owr,ogp
0,Regis MA,12/29/2024,0,1,0.0,Holy Cross,-36,0.40625,32
1,Hannibal LaGrange,11/04/2024,0,1,0.0,Kansas City,-23,0.3157894736842105,19
2,Dickinson St.,11/12/2024,0,1,0.0,North Dakota,-31,0.4,20
3,Wyoming,01/04/2025,1,1,1.0,Air Force,5,0.0,1
4,Wyoming,01/07/2025,1,2,0.5,New Mexico,-8,1.0,2
5,Wyoming,01/14/2025,1,3,0.3333333333333333,Boise St.,-41,0.5,4
6,Wyoming,01/18/2025,1,4,0.25,Colorado St.,-16,0.75,4
7,Wyoming,01/21/2025,2,5,0.4,UNLV,2,0.5,6
8,Wyoming,01/25/2025,2,6,0.3333333333333333,San Jose St.,-9,0.5,6
9,Wyoming,01/28/2025,3,7,0.42857142857142855,Fresno St.,11,0.14285714285714285,7
10,Wyoming,02/01/2025,3,8,0.375,San Diego St.,-2,0.7777777777777778,9
11,Wyoming,02/04/2025,3,9,0.3333333333333333,Utah St.,-4,0.7777777777777778,9
12,Wyoming,02/08/2025,3,10,0.3,UNLV,-11,0.36363636363636365,11
13,Wyoming,02/12/2025,3,11,0.2727272727272727,New Mexico,-4,0.9090909090909091,11
14,Wyoming,02/15/2025,3,12,0.25,Colorado St.,-35,0.7272727272727273,11
15,Wyoming,02/18/2025,4,13,0.3076923076923077,Air Force,7,0.0,13
16,Wyoming,02/22/2025,4,14,0.2857142857142857,San Jose St.,-9,0.42857142857142855,14
17,Wyoming,02/25/2025,4,15,0.26666666666666666,Nevada,-23,0.5714285714285714,14
18,Wyoming,03/01/2025,4,16,0.25,San Diego St.,-3,0.75,16
19,Wyoming,03/04/2025,4,17,0.23529411764705882,Fresno St.,-4,0.125,16
20,Wyoming,03/12/2025,4,18,0.2222222222222222,San Jose St.,-5,0.4444444444444444,18
21,Wyoming,11/04/2024,5,19,0.2631578947368421,Concordia St. Paul,23,0.0,1
22,Wyoming,11/10/2024,6,20,0.3,Tennessee St.,15,0.6086956521739131,23
23,Wyoming,11/13/2024,6,21,0.2857142857142857,Texas Tech,-47,0.8,25
24,Wyoming,11/16/2024,7,22,0.3181818181818182,Utah Tech,17,0.18181818181818182,22
25,Wyoming,11/22/2024,8,23,0.34782608695652173,Southeastern Louisiana,3,0.5833333333333334,12
26,Wyoming,11/26/2024,9,24,0.375,Tulane,1,0.6153846153846154,26
27,Wyoming,11/27/2024,9,25,0.36,Loyola Marymount,-3,0.5,24
28,Wyoming,12/04/2024,9,26,0.34615384615384615,Utah St.,-3,0.75,28
29,Wyoming,12/10/2024,9,27,0.3333333333333333,South Dakota,-1,0.6,30
30,Wyoming,12/14/2024,9,28,0.32142857142857145,BYU,-19,0.71875,32
31,Wyoming,12/19/2024,10,29,0.3448275862068966,Bellarmine,37,0.16666666666666666,30
32,Wyoming,12/22/2024,11,30,0.36666666666666664,Cal St. Fullerton,4,0.16129032258064516,31
33,Wyoming,12/28/2024,12,31,0.3870967741935484,Nevada,3,0.53125,32
34,Wyoming,12/31/2024,12,32,0.375,Boise St.,-9,0.7058823529411765,34
35,Cornell,01/05/2025,1,1,1.0,Penn State Schuylkill,52,0.0,1
36,Cornell,01/11/2025,2,2,1.0,Columbia,11,0.0,1
37,Cornell,01/18/2025,3,3,1.0,Penn,10,0.0,2
38,Cornell,01/20/2025,3,4,0.75,Brown,-1,0.5,4
39,Cornell,01/25/2025,4,5,0.8,Princeton,9,0.8,5
40,Cornell,01/31/2025,5,6,0.8333333333333334,Dartmouth,12,0.5,6
41,Cornell,02/01/2025,6,7,0.8571428571428571,Harvard,15,0.42857142857142855,7
42,Cornell,02/08/2025,7,8,0.875,Yale,85,0.875,8
43,Cornell,02/14/2025,7,9,0.7777777777777778,Harvard,-2,0.4444444444444444,9
44,Cornell,02/15/2025,7,10,0.7,Dartmouth,-39,0.7,10
45,Cornell,02/21/2025,7,11,0.6363636363636364,Yale,-4,0.9090909090909091,11
46,Cornell,02/22/2025,8,12,0.6666666666666666,Brown,4,0.5,12
47,Cornell,02/28/2025,9,13,0.6923076923076923,Penn,28,0.25,12
48,Cornell,03/02/2025,10,14,0.7142857142857143,Princeton,32,0.5714285714285714,14
49,Cornell,03/08/2025,11,15,0.7333333333333333,Columbia,19,0.07142857142857142,14
50,Cornell,03/15/2025,12,16,0.75,Dartmouth,16,0.5625,16
51,Cornell,03/16/2025,12,17,0.7058823529411765,Yale,-6,0.8823529411764706,17
52,Cornell,11/04/2024,13,18,0.7222222222222222,Marywood,41,0.0,1
53,Cornell,11/08/2024,14,19,0.7368421052631579,Samford,2,0.5909090909090909,22
54,Cornell,11/12/2024,14,20,0.7,La Salle,-16,0.4090909090909091,22
55,Cornell,11/16/2024,15,21,0.7142857142857143,Lafayette,10,0.375,24
56,Cornell,11/21/2024,15,22,0.6818181818181818,Robert Morris,-10,0.7857142857142857,28
57,Cornell,11/25/2024,16,23,0.6956521739130435,Iona,16,0.5185185185185185,27
58,Cornell,11/27/2024,16,24,0.6666666666666666,Syracuse,-10,0.46153846153846156,26
59,Cornell,12/04/2024,17,25,0.68,Colgate,27,0.4482758620689655,29
60,Cornell,12/08/2024,17,26,0.6538461538461539,Army,-81,0.5357142857142857,28
61,Cornell,12/10/2024,18,27,0.6666666666666666,California,8,0.41935483870967744,31
62,Cornell,12/22/2024,18,28,0.6428571428571429,Illinois St.,-3,0.59375,32
63,Cornell,12/30/2024,18,29,0.6206896551724138,Siena,-6,0.4375,32
64,High Point,01/02/2025,1,1,1.0,Radford,18,0.0,1
65,High Point,01/04/2025,1,2,0.5,UNC Asheville,-4,1.0,1
66,High Point,01/08/2025,2,3,0.6666666666666666,Charleston Souther,14,0.5,2
67,High Point,01/11/2025,3,4,0.75,Gardner Webb,41,0.5,4
68,High Point,01/16/2025,3,5,0.6,Longwood,-2,0.6,5
69,High Point,01/18/2025,4,6,0.6666666666666666,Presbyterian,11,0.2,5
70,High Point,01/22/2025,5,7,0.7142857142857143,USC Upstate,9,0.16666666666666666,6
71,High Point,01/25/2025,6,8,0.75,Winthrop,22,0.42857142857142855,7
72,High Point,02/01/2025,7,9,0.7777777777777778,Presbyterian,12,0.2222222222222222,9
73,High Point,02/05/2025,8,10,0.8,Radford,3,0.5,10
74,High Point,02/08/2025,9,11,0.8181818181818182,UNC Asheville,104,0.8,10
75,High Point,02/13/2025,10,12,0.8333333333333334,Longwood,11,0.45454545454545453,11
76,High Point,02/15/2025,11,13,0.8461538461538461,Winthrop,22,0.5384615384615384,13
77,High Point,02/19/2025,12,14,0.8571428571428571,Charleston Southern,23,0.2857142857142857,7
78,High Point,02/22/2025,13,15,0.8666666666666667,Gardner Webb,23,0.35714285714285715,14
79,High Point,02/26/2025,14,16,0.875,USC Upstate,22,0.2,15
80,High Point,03/07/2025,15,17,0.8823529411764706,Gardner Webb,21,0.3333333333333333,18
81,High Point,03/08/2025,16,18,0.8888888888888888,Radford,3,0.5555555555555556,18
82,High Point,03/09/2025,17,19,0.8947368421052632,Winthrop,12,0.631578947368421,19
83,High Point,03/20/2025,17,20,0.85,Purdue,-12,0.6666666666666666,21
84,High Point,11/06/2024,18,21,0.8571428571428571,Coppin St.,42,0.2777777777777778,18
85,High Point,11/09/2024,19,22,0.8636363636363636,Jackson St.,9,0.6956521739130435,23
86,High Point,11/12/2024,20,23,0.8695652173913043,North Carolina Central,16,0.09090909090909091,11
87,High Point,11/15/2024,21,24,0.875,UAB,3,0.72,25
88,High Point,11/18/2024,22,25,0.88,American,7,0.6296296296296297,27
89,High Point,11/24/2024,22,26,0.8461538461538461,Missouri St.,-10,0.25,24
90,High Point,11/25/2024,23,27,0.8518518518518519,Old Dominion,6,0.41379310344827586,29
91,High Point,11/26/2024,24,28,0.8571428571428571,Hampton,3,0.42857142857142855,28
92,High Point,11/30/2024,25,29,0.8620689655172413,Pfeiffer,31,0.0,2
93,High Point,12/03/2024,25,30,0.8333333333333334,UNC Greensboro,-4,0.6296296296296297,27
94,High Point,12/06/2024,26,31,0.8387096774193549,North Texas,5,0.7241379310344828,29
95,High Point,12/14/2024,27,32,0.84375,Appalachian St.,6,0.5862068965517241,29
96,High Point,12/17/2024,28,33,0.8484848484848485,Carolina,68,0.0,4
97,High Point,12/21/2024,29,34,0.8529411764705882,Southern Illinois,13,0.4375,32
98,High Point,12/29/2024,29,35,0.8285714285714286,Norfolk St.,-3,0.7058823529411765,34
99,NC Wesleyan,11/04/2024,0,1,0.0,East Carolina,-27,0.6,20
100,NC Wesleyan,11/16/2024,0,2,0.0,UNC Greensboro,-45,0.6818181818181818,22
101,Erskine,11/04/2024,0,1,0.0,Wofford,-54,0.6086956521739131,23
102,Erskine,11/07/2024,0,2,0.0,The Citadel,-30,0.047619047619047616,21
103,Northwestern St.,01/04/2025,1,1,1.0,Nicholls,2,0.0,1
104,Northwestern St.,01/06/2025,1,2,0.5,McNeese,-23,1.0,2
105,Northwestern St.,01/11/2025,2,3,0.6666666666666666,East Texas A&M,8,0.0,3
106,Northwestern St.,01/13/2025,2,4,0.5,Texas A&M Corpus C,-9,1.0,2
107,Northwestern St.,01/18/2025,2,5,0.4,Southeastern Louisiana,-1,1.0,3
108,Northwestern St.,01/20/2025,3,6,0.5,New Orleans,12,0.3333333333333333,6
109,Northwestern St.,01/25/2025,4,7,0.5714285714285714,Stephen F. Austin,3,0.14285714285714285,7
110,Northwestern St.,01/27/2025,4,8,0.5,Lamar,-10,0.625,8
111,Northwestern St.,02/01/2025,4,9,0.4444444444444444,East Texas A&M,-22,0.1111111111111111,9
112,Northwestern St.,02/03/2025,5,10,0.5,UT Rio Grande Valley,16,0.3333333333333333,6
113,Northwestern St.,02/08/2025,5,11,0.45454545454545453,McNeese,-15,0.9090909090909091,11
114,Northwestern St.,02/10/2025,6,12,0.5,Nicholls,12,0.5833333333333334,12
115,Northwestern St.,02/15/2025,6,13,0.46153846153846156,Stephen F. Austin,-2,0.46153846153846156,13
116,Northwestern St.,02/17/2025,6,14,0.42857142857142855,Lamar,-10,0.7142857142857143,14
117,Northwestern St.,02/22/2025,7,15,0.4666666666666667,New Orleans,7,0.13333333333333333,15
118,Northwestern St.,02/24/2025,8,16,0.5,Southeastern Louis,3,0.6,10
119,Northwestern St.,03/01/2025,9,17,0.5294117647058824,Houston Christian,5,0.47058823529411764,17
120,Northwestern St.,03/03/2025,10,18,0.5555555555555556,Incarnate Word,16,0.4444444444444444,18
121,Northwestern St.,03/10/2025,11,19,0.5789473684210527,Texas A&M Corpus Chris,3,0.36363636363636365,11
122,Northwestern St.,03/11/2025,11,20,0.55,McNeese,-19,0.9473684210526315,19
123,Northwestern St.,11/04/2024,12,21,0.5714285714285714,Dallas Christian,41,0.0,1
124,Northwestern St.,11/08/2024,12,22,0.5454545454545454,Texas Tech,-21,0.7916666666666666,24
125,Northwestern St.,11/11/2024,12,23,0.5217391304347826,Oklahoma,-16,0.391304347826087,23
126,Northwestern St.,11/16/2024,12,24,0.5,Rice,-2,0.30434782608695654,23
127,Northwestern St.,11/22/2024,12,25,0.48,Louisiana Monroe,-2,0.24,25
128,Northwestern St.,11/24/2024,13,26,0.5,North Alabama,13,0.6896551724137931,29
129,Northwestern St.,11/29/2024,13,27,0.48148148148148145,LSU,-24,0.3076923076923077,26
130,Northwestern St.,12/05/2024,14,28,0.5,Incarnate Word,2,0.4642857142857143,28
131,Northwestern St.,12/07/2024,15,29,0.5172413793103449,Houston Christian,7,0.3793103448275862,29
132,Northwestern St.,12/14/2024,15,30,0.5,California,-18,0.4375,32
133,Northwestern St.,12/20/2024,16,31,0.5161290322580645,Southern New Orleans,10,0.0,3
134,Northwestern St.,12/29/2024,16,32,0.5,Texas,-24,0.5714285714285714,35
135,Regent,12/01/2024,0,1,0.0,Longwood,-53,0.5384615384615384,26
136,Regent,12/12/2024,0,2,0.0,VMI,-39,0.45454545454545453,33
137,Regent,12/18/2024,0,3,0.0,Hampton,-43,0.4838709677419355,31
138,DePaul,01/01/2025,0,1,0.0,Connecticut,-13,1.0,1
139,DePaul,01/04/2025,0,2,0.0,Villanova,-44,1.0,2
140,DePaul,01/08/2025,0,3,0.0,Seton Hall,-5,1.0,1
141,DePaul,01/11/2025,0,4,0.0,Xavier,-14,0.3333333333333333,3
142,DePaul,01/14/2025,0,5,0.0,Marquette,-2,1.0,3
143,DePaul,01/17/2025,1,6,0.16666666666666666,Georgetown,5,0.2,5
144,DePaul,01/21/2025,1,7,0.14285714285714285,Creighton,-24,0.8,5
145,DePaul,01/25/2025,1,8,0.125,Butler,-17,0.2857142857142857,7
146,DePaul,01/29/2025,1,9,0.1111111111111111,Connecticut,-11,0.625,8
147,DePaul,02/02/2025,2,10,0.2,Seton Hall,17,0.125,8
148,DePaul,02/05/2025,2,11,0.18181818181818182,Villanova,-10,0.5,10
149,DePaul,02/11/2025,2,12,0.16666666666666666,Marquette,-10,0.6363636363636364,11
150,DePaul,02/15/2025,2,13,0.15384615384615385,Xavier,-17,0.5833333333333334,12
151,DePaul,02/19/2025,2,14,0.14285714285714285,St. John's,-24,0.9230769230769231,13
152,DePaul,02/22/2025,2,15,0.13333333333333333,Butler,-12,0.42857142857142855,14
153,DePaul,02/26/2025,2,16,0.125,Creighton,-10,0.7857142857142857,14
154,DePaul,03/05/2025,3,17,0.17647058823529413,Providence,3,0.3125,16
155,DePaul,03/08/2025,4,18,0.2222222222222222,Georgetown,6,0.3333333333333333,18
156,DePaul,03/12/2025,5,19,0.2631578947368421,Georgetown,4,0.3157894736842105,19
157,DePaul,03/13/2025,5,20,0.25,Creighton,-4,0.7777777777777778,18
158,DePaul,11/04/2024,6,21,0.2857142857142857,Southern Indiana,2,0.2222222222222222,18
159,DePaul,11/07/2024,7,22,0.3181818181818182,Prairie View A&M,33,0.23809523809523808,21
160,DePaul,11/11/2024,8,23,0.34782608695652173,Mercer,31,0.36363636363636365,22
161,DePaul,11/15/2024,9,24,0.375,Duquesne,26,0.3333333333333333,21
162,DePaul,11/19/2024,10,25,0.4,Eastern Illinois,9,0.375,24
163,DePaul,11/23/2024,11,26,0.4230769230769231,Northern Illinois,46,0.16,25
164,DePaul,11/29/2024,12,27,0.4444444444444444,Valparaiso,19,0.42857142857142855,28
165,DePaul,12/04/2024,12,28,0.42857142857142855,Texas Tech,-14,0.8,30
166,DePaul,12/10/2024,12,29,0.41379310344827586,Providence,-7,0.41379310344827586,29
167,DePaul,12/14/2024,13,30,0.43333333333333335,Wichita St.,19,0.5483870967741935,31
168,DePaul,12/17/2024,13,31,0.41935483870967744,St. John's,-28,0.90625,32
169,DePaul,12/21/2024,13,32,0.40625,Northwestern,-20,0.5,32
170,DePaul,12/28/2024,14,33,0.42424242424242425,Loyola MD,19,0.3870967741935484,31
171,Long Beach St.,01/02/2025,0,1,0.0,UC Riverside,-16,1.0,1
172,Long Beach St.,01/04/2025,0,2,0.0,Cal St. Bakersfiel,-15,1.0,2
173,Long Beach St.,01/11/2025,1,3,0.3333333333333333,UC Davis,11,0.25,4
174,Long Beach St.,01/16/2025,1,4,0.25,UC San Diego,-26,0.75,4
175,Long Beach St.,01/18/2025,1,5,0.2,Cal St. Fullerton,-16,0.16666666666666666,6
176,Long Beach St.,01/23/2025,1,6,0.16666666666666666,CSUN,-10,0.6666666666666666,6
177,Long Beach St.,01/25/2025,1,7,0.14285714285714285,Cal Poly,-9,0.14285714285714285,7
178,Long Beach St.,01/30/2025,1,8,0.125,UC Irvine,-5,0.8888888888888888,9
179,Long Beach St.,02/01/2025,1,9,0.1111111111111111,UC Santa Barbara,-31,0.6666666666666666,9
180,Long Beach St.,02/06/2025,1,10,0.1,UC Davis,-8,0.5,10
181,Long Beach St.,02/08/2025,1,11,0.09090909090909091,CSUN,-1,0.7272727272727273,11
182,Long Beach St.,02/13/2025,1,12,0.08333333333333333,Hawaii,-2,0.46153846153846156,13
183,Long Beach St.,02/20/2025,1,13,0.07692307692307693,UC Riverside,-21,0.6428571428571429,14
184,Long Beach St.,02/22/2025,1,14,0.07142857142857142,UC Santa Barbara,-2,0.6666666666666666,15
185,Long Beach St.,02/27/2025,1,15,0.06666666666666667,Cal St. Bakersfield,-1,0.42857142857142855,7
186,Long Beach St.,03/01/2025,1,16,0.0625,UC Irvine,-10,0.8235294117647058,17
187,Long Beach St.,03/06/2025,1,17,0.058823529411764705,UC San Diego,-7,0.8823529411764706,17
188,Long Beach St.,03/08/2025,1,18,0.05555555555555555,Cal Poly,-14,0.4444444444444444,18
189,Long Beach St.,11/04/2024,2,19,0.10526315789473684,La Verne,45,0.0,1
190,Long Beach St.,11/08/2024,2,20,0.1,South Dakota St.,-1,0.6842105263157895,19
191,Long Beach St.,11/13/2024,2,21,0.09523809523809523,San Francisco,-30,0.7272727272727273,22
192,Long Beach St.,11/16/2024,2,22,0.09090909090909091,Portland,-2,0.47619047619047616,21
193,Long Beach St.,11/20/2024,2,23,0.08695652173913043,Gonzaga,-43,0.84,25
194,Long Beach St.,11/23/2024,2,24,0.08333333333333333,Fresno St.,-3,0.21739130434782608,23
195,Long Beach St.,11/25/2024,2,25,0.08,UNC Greensboro,-23,0.6666666666666666,24
196,Long Beach St.,11/26/2024,2,26,0.07692307692307693,UTEP,-26,0.46153846153846156,26
197,Long Beach St.,11/27/2024,2,27,0.07407407407407407,San Jose St.,-16,0.41379310344827586,29
198,Long Beach St.,12/05/2024,3,28,0.10714285714285714,Cal St. Fullerton,17,0.1111111111111111,27
199,Long Beach St.,12/07/2024,4,29,0.13793103448275862,Hawaii,8,0.4444444444444444,27
200,Long Beach St.,12/10/2024,5,30,0.16666666666666666,San Diego,6,0.20689655172413793,29
201,Long Beach St.,12/19/2024,6,31,0.1935483870967742,Pepperdine,3,0.375,32
202,Long Beach St.,12/22/2024,7,32,0.21875,La Sierra,26,0.0,4
203,Old Westbury,11/04/2024,0,1,0.0,Hofstra,-27,0.38095238095238093,21
204,Evansville,01/01/2025,1,1,1.0,Southern Illinois,15,0.0,1
205,Evansville,01/04/2025,1,2,0.5,Indiana St.,-4,0.5,2
206,Evansville,01/08/2025,2,3,0.6666666666666666,Illinois St.,18,0.6666666666666666,3
207,Evansville,01/11/2025,2,4,0.5,Drake,-23,0.5,4
208,Evansville,01/14/2025,2,5,0.4,Northern Iowa,-17,0.6,5
209,Evansville,01/18/2025,2,6,0.3333333333333333,Belmont,-3,0.8333333333333334,6
210,Evansville,01/22/2025,2,7,0.2857142857142857,Illinois Chicago,-11,0.7142857142857143,7
211,Evansville,01/25/2025,3,8,0.375,Valparaiso,10,0.375,8
212,Evansville,01/29/2025,4,9,0.4444444444444444,Murray St.,4,0.4444444444444444,9
213,Evansville,02/02/2025,5,10,0.5,Belmont,5,0.6,10
214,Evansville,02/05/2025,5,11,0.45454545454545453,Southern Illinois,-9,0.5454545454545454,11
215,Evansville,02/08/2025,5,12,0.4166666666666667,Bradley,-6,0.6666666666666666,12
216,Evansville,02/12/2025,5,13,0.38461538461538464,Missouri St.,-17,0.15384615384615385,13
217,Evansville,02/16/2025,6,14,0.42857142857142855,Valparaiso,10,0.2857142857142857,14
218,Evansville,02/19/2025,7,15,0.4666666666666667,Indiana St.,5,0.3333333333333333,15
219,Evansville,02/22/2025,7,16,0.4375,Illinois Chicago,-5,0.5,16
220,Evansville,02/26/2025,7,17,0.4117647058823529,Drake,-4,0.8235294117647058,17
221,Evansville,03/02/2025,7,18,0.3888888888888889,Illinois St.,-9,0.5555555555555556,18
222,Evansville,03/06/2025,7,19,0.3684210526315789,Murray St.,-21,0.47368421052631576,19
223,Evansville,11/05/2024,7,20,0.35,North Texas,-17,0.7619047619047619,21
224,Evansville,11/09/2024,8,21,0.38095238095238093,Brescia,47,0.0,1
225,Evansville,11/13/2024,8,22,0.36363636363636365,Middle Tennessee,-17,0.7083333333333334,24
226,Evansville,11/16/2024,8,23,0.34782608695652173,Radford,-11,0.5909090909090909,22
227,Evansville,11/19/2024,8,24,0.3333333333333333,Ohio St.,-50,0.4782608695652174,23
228,Evansville,11/22/2024,9,25,0.36,Green Bay,17,0.17391304347826086,23
229,Evansville,11/24/2024,10,26,0.38461538461538464,Campbell,13,0.5,26
230,Evansville,12/03/2024,10,27,0.37037037037037035,Murray St.,-2,0.5185185185185185,27
231,Evansville,12/07/2024,10,28,0.35714285714285715,Western Kentucky,-14,0.48148148148148145,27
232,Evansville,12/12/2024,10,29,0.3448275862068966,Chattanooga,-8,0.7096774193548387,31
233,Evansville,12/18/2024,10,30,0.3333333333333333,UT Arlington,-26,0.41379310344827586,29
234,Evansville,12/21/2024,10,31,0.3225806451612903,Ball St.,-37,0.43333333333333335,30
235,Evansville,12/29/2024,11,32,0.34375,Missouri St.,17,0.28125,32
236,Westminster MO,11/04/2024,0,1,0.0,SIUE,-53,0.7272727272727273,22
237,Westminster MO,12/29/2024,0,2,0.0,Southeast Missouri,-49,0.6363636363636364,33
238,South Alabama,01/02/2025,1,1,1.0,Georgia St.,26,0.0,1
239,South Alabama,01/04/2025,2,2,1.0,Georgia Southern,29,0.5,2
240,South Alabama,01/09/2025,3,3,1.0,Arkansas St.,14,0.3333333333333333,3
241,South Alabama,01/11/2025,3,4,0.75,Old Dominion,-8,0.75,4
242,South Alabama,01/15/2025,4,5,0.8,Southern Miss,13,0.4,5
243,South Alabama,01/18/2025,5,6,0.8333333333333334,Troy,1,0.5,6
244,South Alabama,01/25/2025,5,7,0.7142857142857143,Troy,-10,0.5714285714285714,7
245,South Alabama,01/27/2025,5,8,0.625,Louisiana Monroe,-11,0.125,8
246,South Alabama,01/30/2025,5,9,0.5555555555555556,Louisiana Monroe,-4,0.2222222222222222,9
247,South Alabama,02/01/2025,6,10,0.6,Louisiana,4,0.4,10
248,South Alabama,02/05/2025,7,11,0.6363636363636364,Coastal Carolina,25,0.09090909090909091,11
249,South Alabama,02/08/2025,7,12,0.5833333333333334,Akron,-13,0.9090909090909091,11
250,South Alabama,02/13/2025,8,13,0.6153846153846154,Marshall,9,0.6666666666666666,12
251,South Alabama,02/15/2025,9,14,0.6428571428571429,Texas St.,5,0.35714285714285715,14
252,South Alabama,02/19/2025,10,15,0.6666666666666666,Arkansas St.,4,0.6,15
253,South Alabama,02/22/2025,10,16,0.625,Texas St.,-1,0.4375,16
254,South Alabama,02/26/2025,11,17,0.6470588235294118,Southern Miss,6,0.23529411764705882,17
255,South Alabama,02/28/2025,12,18,0.6666666666666666,Louisiana,23,0.4444444444444444,18
256,South Alabama,03/09/2025,12,19,0.631578947368421,Arkansas St.,-3,0.7,20
257,South Alabama,11/04/2024,12,20,0.6,Central Michigan,-4,0.45,20
258,South Alabama,11/08/2024,13,21,0.6190476190476191,Nicholls,6,0.5454545454545454,22
259,South Alabama,11/12/2024,13,22,0.5909090909090909,Mississippi,-10,0.625,24
260,South Alabama,11/16/2024,14,23,0.6086956521739131,Mercer,9,0.375,24
261,South Alabama,11/18/2024,15,24,0.625,Spring Hill,34,0.0,1
262,South Alabama,11/25/2024,16,25,0.64,Incarnate Word,21,0.46153846153846156,26
263,South Alabama,11/26/2024,16,26,0.6153846153846154,Western Illinois,-1,0.36,25
264,South Alabama,11/29/2024,17,27,0.6296296296296297,Alcorn St.,9,0.4074074074074074,27
265,South Alabama,12/08/2024,18,28,0.6428571428571429,Jacksonville St.,2,0.6451612903225806,31
266,South Alabama,12/15/2024,19,29,0.6551724137931034,East Texas A&M,9,0.13793103448275862,29
267,South Alabama,12/16/2024,19,30,0.6333333333333333,TCU,-9,0.5,30
268,South Alabama,12/21/2024,20,31,0.6451612903225806,James Madison,28,0.6129032258064516,31
269,South Alabama,12/30/2024,21,32,0.65625,Mobile,65,0.0,1
270,Memphis,01/02/2025,1,1,1.0,Florida Atlantic,28,0.0,1
271,Memphis,01/05/2025,2,2,1.0,North Texas,4,0.0,1
272,Memphis,01/11/2025,3,3,1.0,East Carolina,4,0.3333333333333333,3
273,Memphis,01/16/2025,3,4,0.75,Temple,-7,0.75,4
274,Memphis,01/19/2025,4,5,0.8,Charlotte,9,0.0,5
275,Memphis,01/23/2025,5,6,0.8333333333333334,Wichita St.,8,0.16666666666666666,6
276,Memphis,01/26/2025,6,7,0.8571428571428571,UAB,23,0.8333333333333334,6
277,Memphis,01/30/2025,7,8,0.875,Tulane,12,0.5714285714285714,7
278,Memphis,02/02/2025,8,9,0.8888888888888888,Rice,3,0.2222222222222222,9
279,Memphis,02/05/2025,9,10,0.9,Tulsa,12,0.3,10
280,Memphis,02/09/2025,10,11,0.9090909090909091,Temple,8,0.5454545454545454,11
281,Memphis,02/13/2025,11,12,0.9166666666666666,South Florida,15,0.36363636363636365,11
282,Memphis,02/16/2025,11,13,0.8461538461538461,Wichita St.,-5,0.4166666666666667,12
283,Memphis,02/23/2025,12,14,0.8571428571428571,Florida Atlantic,19,0.5714285714285714,14
284,Memphis,02/26/2025,13,15,0.8666666666666667,Rice,12,0.25,16
285,Memphis,03/02/2025,14,16,0.875,UAB,7,0.8,15
286,Memphis,03/04/2025,15,17,0.8823529411764706,UTSA,5,0.29411764705882354,17
287,Memphis,03/07/2025,16,18,0.8888888888888888,South Florida,16,0.29411764705882354,17
288,Memphis,03/14/2025,17,19,0.8947368421052632,Wichita St.,3,0.45,20
289,Memphis,03/15/2025,18,20,0.9,Tulane,1,0.631578947368421,19
290,Memphis,03/16/2025,19,21,0.9047619047619048,UAB,12,0.75,20
291,Memphis,03/21/2025,19,22,0.8636363636363636,Colorado St.,-8,0.8571428571428571,21
292,Memphis,11/04/2024,20,23,0.8695652173913043,Missouri,8,0.5,22
293,Memphis,11/09/2024,21,24,0.875,UNLV,6,0.5,22
294,Memphis,11/15/2024,22,25,0.88,Ohio,24,0.4583333333333333,24
295,Memphis,11/21/2024,23,26,0.8846153846153846,San Francisco,4,0.7083333333333334,24
296,Memphis,11/25/2024,24,27,0.8888888888888888,Connecticut,2,0.6923076923076923,26
297,Memphis,11/26/2024,25,28,0.8928571428571429,Michigan St.,8,0.7857142857142857,28
298,Memphis,11/27/2024,25,29,0.8620689655172413,Auburn,-14,0.8571428571428571,28
299,Memphis,12/04/2024,26,30,0.8666666666666667,Louisiana Tech,10,0.5714285714285714,28
300,Memphis,12/08/2024,26,31,0.8387096774193549,Arkansas St.,-13,0.6875,32
301,Memphis,12/14/2024,27,32,0.84375,Clemson,5,0.8125,32
302,Memphis,12/18/2024,28,33,0.8484848484848485,Virginia,2,0.43333333333333335,30
303,Memphis,12/21/2024,28,34,0.8235294117647058,Mississippi St.,-13,0.6060606060606061,33
304,Memphis,12/28/2024,29,35,0.8285714285714286,Mississippi,17,0.6764705882352942,34
305,Eureka,11/07/2024,0,1,0.0,Indiana St.,-45,0.3333333333333333,21
306,Eureka,11/10/2024,0,2,0.0,Loyola Chicago,-52,0.7083333333333334,24
307,Eureka,12/15/2024,0,3,0.0,SIUE,-48,0.6875,32
308,Central Connecticut,01/03/2025,1,1,1.0,Saint Francis,15,0.0,1
309,Central Connecticut,01/05/2025,2,2,1.0,Mercyhurst,12,0.5,2
310,Central Connecticut,01/18/2025,3,3,1.0,Fairleigh Dickinso,11,0.0,2
311,Central Connecticut,01/24/2025,4,4,1.0,Le Moyne,23,0.3333333333333333,6
312,Central Connecticut,01/30/2025,5,5,1.0,LIU,13,0.6666666666666666,9
313,Central Connecticut,02/01/2025,6,6,1.0,Stonehill,8,0.4444444444444444,9
314,Central Connecticut,02/20/2025,7,7,1.0,Chicago St.,6,0.3076923076923077,13
315,Central Connecticut,03/01/2025,8,8,1.0,Wagner,7,0.375,16
316,Central Connecticut,11/04/2024,8,9,0.8888888888888888,Providence,-4,0.3157894736842105,19
317,Central Connecticut,11/08/2024,9,10,0.9,Saint Joseph's,6,0.5652173913043478,23
